Unique_ID,Domain,Taxonomic group,Scientific name,COSEWIC common name,COSEWIC population,COSEWIC status,COSEWIC last assessment date,Estimated re-assessment,Legal common name,Legal population,Schedule 1 status,Last status change,SARA schedule,Date added,Range,Under consideration for,GIC decision,Scheduled Assessment
Leptogium platynum - Batwing Vinyl Lichen,Terrestrial,Lichens,Leptogium platynum,Batwing Vinyl Lichen,NA,Endangered,2011-05-06,2021-05-06 00:00:00,Batwing Vinyl Lichen,NA,Endangered,2017-02-03,Schedule 1,2017-02-03,British Columbia,NA,Added to list,9999-01-01
Leptogium polycarpum - Peacock Vinyl Lichen,Terrestrial,Lichens,Leptogium polycarpum,Peacock Vinyl Lichen,NA,Special Concern,2011-05-06,2021-05-06 00:00:00,Peacock Vinyl Lichen,NA,Special Concern,2017-02-03,Schedule 1,2017-02-03,British Columbia,NA,Added to list,9999-01-01
Lewisiopsis tweedyi - Tweedy's Lewisia,Terrestrial,Vascular Plants,Lewisiopsis tweedyi,Tweedy's Lewisia,NA,Endangered,2013-11-01,2023-11-01 00:00:00,Tweedy's Lewisia,NA,Endangered,2018-02-02,Schedule 1,2018-02-02,British Columbia,NA,Added to list,9999-01-01
Limnanthes macounii - Macoun's Meadowfoam,Terrestrial,Vascular Plants,Limnanthes macounii,Macoun's Meadowfoam,NA,Special Concern,2023-12-01,2033-12-01 00:00:00,Macoun's Meadowfoam,NA,Threatened,9999-01-01,Schedule 1,2006-08-15,British Columbia,Status change,Pending,9999-01-01
Limnodromus griseus caurinus - Short-billed Dowitcher caurinus subspecies,Terrestrial,Birds,Limnodromus griseus caurinus,Short-billed Dowitcher caurinus subspecies,NA,Endangered,2024-11-28,2034-11-28 00:00:00,Short-billed Dowitcher caurinus subspecies,NA,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Yukon",Addition,Pending,9999-01-01
Limosa fedoa - Marbled Godwit,Terrestrial,Birds,Limosa fedoa,Marbled Godwit,NA,Not applicable,9999-01-01,9999-01-01,NA,NA,NA,9999-01-01,NA,9999-01-01,"AB, BC, CMN, CWS, MB, ON, Parks, QC, SK",NA,NA,2026-11-01
Limosa haemastica - Hudsonian Godwit,Terrestrial,Birds,Limosa haemastica,Hudsonian Godwit,NA,Threatened,2019-05-03,2029-05-03 00:00:00,Hudsonian Godwit,NA,No Status,9999-01-01,No schedule,9999-01-01,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Nunavut, Ontario, Prince Edward Island, Quebec, Saskatchewan, Yukon",Addition,Pending,9999-01-01
Lipocarpha micrantha - Small-flowered Lipocarpha,Terrestrial,Vascular Plants,Lipocarpha micrantha,Small-flowered Lipocarpha,NA,Endangered,2002-11-01,2012-11-01 00:00:00,Small-flowered Lipocarpha,NA,Endangered,2005-01-12,Schedule 1,2005-01-12,"British Columbia, Ontario",NA,Added to list,9999-01-01
Lissodelphis borealis - Northern Right Whale Dolphin,Aquatic,Mammals (marine),Lissodelphis borealis,Northern Right Whale Dolphin,NA,Not at Risk,1990-04-01,2000-04-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,Pacific Ocean,NA,NA,9999-01-01
Lithobates pipiens - Northern Leopard Frog (Rocky Mountain population),Terrestrial,Amphibians,Lithobates pipiens,Northern Leopard Frog,Rocky Mountain population,Endangered,2021-12-01,2031-12-01 00:00:00,Northern Leopard Frog,Rocky Mountain population,Endangered,2003-06-05,Schedule 1,2003-06-05,British Columbia,NA,Added to list,9999-01-01
Lobaria retigera - Smoker’s Lung Lichen,Terrestrial,Lichens,Lobaria retigera,Smoker’s Lung Lichen,NA,Threatened,2018-04-27,2028-04-27 00:00:00,Smoker’s Lung Lichen,NA,Threatened,2023-02-03,Schedule 1,2023-02-03,British Columbia,NA,Added to list,9999-01-01
Lomatium grayi - Gray's Desert-parsley,Terrestrial,Vascular Plants,Lomatium grayi,Gray's Desert-parsley,NA,Threatened,2008-11-28,2018-11-28 00:00:00,Gray's Desert-parsley,NA,Threatened,2011-02-04,Schedule 1,2011-02-04,British Columbia,NA,Added to list,9999-01-01
Lotus formosissimus - Seaside Birds-foot Lotus,Terrestrial,Vascular Plants,Lotus formosissimus,Seaside Birds-foot Lotus,NA,Endangered,2010-11-26,2020-11-26 00:00:00,Seaside Birds-foot Lotus,NA,Endangered,2003-06-05,Schedule 1,2003-06-05,British Columbia,NA,Added to list,9999-01-01
Lotus pinnatus - Bog Bird’s-foot Trefoil,Terrestrial,Vascular Plants,Lotus pinnatus,Bog Bird’s-foot Trefoil,NA,Endangered,2004-05-01,2014-05-01 00:00:00,Bog Bird’s-foot Trefoil,NA,Endangered,2005-07-14,Schedule 1,2005-07-14,British Columbia,NA,Added to list,9999-01-01
Lupinus densiflorus - Dense-flowered Lupine,Terrestrial,Vascular Plants,Lupinus densiflorus,Dense-flowered Lupine,NA,Endangered,2005-05-05,2015-05-05 00:00:00,Dense-flowered Lupine,NA,Endangered,2006-08-15,Schedule 1,2006-08-15,British Columbia,NA,Added to list,9999-01-01
Lupinus lepidus - Prairie Lupine,Terrestrial,Vascular Plants,Lupinus lepidus,Prairie Lupine,NA,Endangered,2009-04-26,2019-04-26 00:00:00,Prairie Lupine,NA,Endangered,2003-06-05,Schedule 1,2003-06-05,British Columbia,NA,Added to list,9999-01-01
Lupinus oreganus - Oregon Lupine,Terrestrial,Vascular Plants,Lupinus oreganus,Oregon Lupine,NA,Extirpated,2008-11-28,2018-11-28 00:00:00,Oregon Lupine,NA,Extirpated,2011-02-04,Schedule 1,2011-02-04,British Columbia,NA,Added to list,9999-01-01
Lupinus rivularis - Streambank Lupine,Terrestrial,Vascular Plants,Lupinus rivularis,Streambank Lupine,NA,Endangered,2002-11-01,2012-11-01 00:00:00,Streambank Lupine,NA,Endangered,2005-01-12,Schedule 1,2005-01-12,British Columbia,NA,Added to list,9999-01-01
Lynx canadensis - Canada Lynx,Terrestrial,Mammals (terrestrial),Lynx canadensis,Canada Lynx,NA,Not at Risk,2001-05-01,2011-05-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Nunavut, Ontario, Quebec, Saskatchewan, Yukon",NA,NA,9999-01-01
Magnipelta mycophaga - Magnum Mantleslug,Terrestrial,Molluscs,Magnipelta mycophaga,Magnum Mantleslug,NA,Special Concern,2022-12-03,2032-12-03 00:00:00,Magnum Mantleslug,NA,Special Concern,2017-02-03,Schedule 1,2017-02-03,British Columbia,NA,Added to list,9999-01-01
Marah oregana - Coastal Manroot,Terrestrial,Vascular Plants,Marah oregana,Coastal Manroot,NA,Endangered,2022-12-03,2032-12-03 00:00:00,Coastal Manroot,NA,No Status,9999-01-01,No schedule,9999-01-01,British Columbia,Addition,Pending,9999-01-01
Marmota vancouverensis - Vancouver Island Marmot,Terrestrial,Mammals (terrestrial),Marmota vancouverensis,Vancouver Island Marmot,NA,Endangered,2019-05-03,2029-05-03 00:00:00,Vancouver Island Marmot,NA,Endangered,2003-06-05,Schedule 1,2003-06-05,British Columbia,NA,Added to list,9999-01-01
Meconella oregana - White Meconella,Terrestrial,Vascular Plants,Meconella oregana,White Meconella,NA,Endangered,2005-05-05,2015-05-05 00:00:00,White Meconella,NA,Endangered,2006-08-15,Schedule 1,2006-08-15,British Columbia,NA,Added to list,9999-01-01
Megaptera novaeangliae - Humpback Whale (Western North Atlantic and North Pacific population),Aquatic,Mammals (marine),Megaptera novaeangliae,Humpback Whale,Western North Atlantic and North Pacific population,Non-active,1985-04-01,1995-04-01 00:00:00,Humpback Whale,Western North Atlantic and North Pacific population,NA,9999-01-01,No schedule,9999-01-01,"Arctic Ocean, Atlantic Ocean, Pacific Ocean",NA,NA,9999-01-01
Megaptera novaeangliae kuzira - Humpback Whale (North Pacific population),Aquatic,Mammals (marine),Megaptera novaeangliae kuzira,Humpback Whale,North Pacific population,Special Concern,2022-12-03,2032-12-03 00:00:00,Humpback Whale,North Pacific population,Special Concern,2017-06-20,Schedule 1,2005-01-12,"British Columbia, Pacific Ocean",NA,Downlisted,9999-01-01
Megascops kennicottii - Western Screech-owl,Terrestrial,Birds,Megascops kennicottii,Western Screech-owl,NA,Non-active,2002-05-01,2012-05-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,British Columbia,NA,NA,9999-01-01
Megascops kennicottii kennicottii - Western Screech-owl kennicottii subspecies,Terrestrial,Birds,Megascops kennicottii kennicottii,Western Screech-owl kennicottii subspecies,NA,Threatened,2012-05-04,2022-05-04 00:00:00,Western Screech-Owl kennicottii subspecies,NA,Threatened,2017-02-03,Schedule 1,2005-01-12,British Columbia,NA,Uplisted: Special Concern to threatened,9999-01-01
Megascops kennicottii macfarlanei - Western Screech-owl macfarlanei subspecies,Terrestrial,Birds,Megascops kennicottii macfarlanei,Western Screech-owl macfarlanei subspecies,NA,Threatened,2012-05-04,2022-05-04 00:00:00,Western Screech-Owl macfarlanei subspecies,NA,Threatened,2017-02-03,Schedule 1,2005-01-12,British Columbia,NA,Downlisted: Endangered to threatened,9999-01-01
Melanerpes lewis - Lewis's Woodpecker,Terrestrial,Birds,Melanerpes lewis,Lewis's Woodpecker,NA,Threatened,2024-11-28,2034-11-28 00:00:00,Lewis's Woodpecker,NA,Threatened,2012-06-20,Schedule 1,2003-06-05,"Alberta, British Columbia",NA,Uplisted: Special Concern to threatened,9999-01-01
Mesoplodon carlhubbsi - Hubbs' Beaked Whale,Aquatic,Mammals (marine),Mesoplodon carlhubbsi,Hubbs' Beaked Whale,NA,Not at Risk,1989-04-01,1999-04-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,Pacific Ocean,NA,NA,9999-01-01
Mesoplodon stejneri - Stejneger's Beaked Whale,Aquatic,Mammals (marine),Mesoplodon stejneri,Stejneger's Beaked Whale,NA,Not at Risk,1989-04-01,1999-04-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,Pacific Ocean,NA,NA,9999-01-01
Microbryum vlassovii - Nugget Moss,Terrestrial,Mosses,Microbryum vlassovii,Nugget Moss,NA,Endangered,2016-11-27,2026-11-27 00:00:00,Nugget Moss,NA,Endangered,2009-03-05,Schedule 1,2009-03-05,British Columbia,NA,Added to list,9999-01-01
Microseris bigelovii - Coast Microseris,Terrestrial,Vascular Plants,Microseris bigelovii,Coast Microseris,NA,Endangered,2006-04-29,2016-04-29 00:00:00,Coast Microseris,NA,Endangered,2007-12-13,Schedule 1,2007-12-13,British Columbia,NA,Added to list,9999-01-01
Minuartia pusilla - Dwarf Sandwort,Terrestrial,Vascular Plants,Minuartia pusilla,Dwarf Sandwort,NA,Endangered,2004-05-01,2014-05-01 00:00:00,Dwarf Sandwort,NA,Endangered,2005-07-14,Schedule 1,2005-07-14,British Columbia,NA,Added to list,9999-01-01
Mirounga angustirostris - Northern Elephant Seal,Aquatic,Mammals (marine),Mirounga angustirostris,Northern Elephant Seal,NA,Not at Risk,1986-04-01,1996-04-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",NA,NA,9999-01-01
Mustela erminea haidarum - Ermine haidarum subspecies,Terrestrial,Mammals (terrestrial),Mustela erminea haidarum,Ermine haidarum subspecies,NA,Threatened,2015-05-01,2025-05-01 00:00:00,Ermine haidarum subspecies,NA,Threatened,2003-06-05,Schedule 1,2003-06-05,British Columbia,NA,Added to list,9999-01-01
Myotis keenii - Keen's Long-eared Bat,Terrestrial,Mammals (terrestrial),Myotis keenii,Keen's Long-eared Bat,NA,Data Deficient,2003-11-01,2013-11-01 00:00:00,Keen's Long-eared Bat,NA,NA,9999-01-01,NA,9999-01-01,British Columbia,NA,NA,9999-01-01
Myotis lucifugus - Little Brown Myotis,Terrestrial,Mammals (terrestrial),Myotis lucifugus,Little Brown Myotis,NA,Endangered,2013-11-01,2023-11-01 00:00:00,Little Brown Myotis,NA,Endangered,2014-11-26,Schedule 1,2014-11-26,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Ontario, Prince Edward Island, Quebec, Saskatchewan, Yukon",NA,Added to list,9999-01-01
Myotis septentrionalis - Northern Myotis,Terrestrial,Mammals (terrestrial),Myotis septentrionalis,Northern Myotis,NA,Endangered,2013-11-01,2023-11-01 00:00:00,Northern Myotis,NA,Endangered,2014-11-26,Schedule 1,2014-11-26,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Ontario, Prince Edward Island, Quebec, Saskatchewan, Yukon",NA,Added to list,9999-01-01
Myotis thysanodes - Fringed Bat,Terrestrial,Mammals (terrestrial),Myotis thysanodes,Fringed Bat,NA,Data Deficient,2004-05-01,2014-05-01 00:00:00,Fringed Bat,NA,NA,9999-01-01,NA,9999-01-01,British Columbia,NA,NA,9999-01-01
Myoxocephalus quadricornis - Fourhorn Sculpin (Salt water form),Aquatic,Fishes (freshwater),Myoxocephalus quadricornis,Fourhorn Sculpin,Salt water form,Not at Risk,1989-04-01,1999-04-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"Arctic Ocean, Atlantic Ocean, Pacific Ocean",NA,NA,9999-01-01
Nephroma occultum - Cryptic Paw Lichen,Terrestrial,Lichens,Nephroma occultum,Cryptic Paw Lichen,NA,Threatened,2019-05-03,2029-05-03 00:00:00,Cryptic Paw Lichen,NA,Special Concern,9999-01-01,Schedule 1,2007-12-13,British Columbia,Status change,Pending,9999-01-01
Numenius americanus - Long-billed Curlew,Terrestrial,Birds,Numenius americanus,Long-billed Curlew,NA,Threatened,2024-05-09,2034-05-09 00:00:00,Long-billed Curlew,NA,Special Concern,9999-01-01,Schedule 1,2005-01-12,"Alberta, British Columbia, Saskatchewan",Status change,Pending,9999-01-01
Occella impi - Pixie Poacher,Aquatic,Fishes (marine),Occella impi,Pixie Poacher,NA,Non-active,2001-11-01,2011-11-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,British Columbia,NA,NA,9999-01-01
Ochotona collaris - Collared Pika,Terrestrial,Mammals (terrestrial),Ochotona collaris,Collared Pika,NA,Special Concern,2011-11-25,2021-11-25 00:00:00,Collared Pika,NA,Special Concern,2017-02-03,Schedule 1,2017-02-03,"British Columbia, Northwest Territories, Yukon",NA,Added to list,9999-01-01
Octogomphus specularis - Grappletail,Terrestrial,Arthropods,Octogomphus specularis,Grappletail,NA,Special Concern,2021-05-05,2031-05-05 00:00:00,Grappletail,NA,No Status,9999-01-01,No schedule,9999-01-01,British Columbia,Addition,Pending,9999-01-01
Oedaleonotus enigma - Valley Grasshopper,Terrestrial,Arthropods,Oedaleonotus enigma,Valley Grasshopper,NA,Endangered,2024-11-28,2034-11-28 00:00:00,Valley Grasshopper,NA,No Status,9999-01-01,No schedule,9999-01-01,British Columbia,Addition,Pending,9999-01-01
Oenothera pallida pallida - Pale Evening-primrose,Terrestrial,Vascular plants,Oenothera pallida pallida,Pale Evening-primrose,NA,Not applicable,9999-01-01,9999-01-01,NA,NA,NA,9999-01-01,NA,9999-01-01,"BC, CMN, CWS, Parks",NA,NA,2026-04-01
Omus audouini - Audouin’s Night-stalking Tiger Beetle,Terrestrial,Arthropods,Omus audouini,Audouin’s Night-stalking Tiger Beetle,NA,Threatened,2013-11-01,2023-11-01 00:00:00,Audouin’s Night-stalking Tiger Beetle,NA,Threatened,2018-05-30,Schedule 1,2018-05-30,British Columbia,NA,Added to list,9999-01-01
Oncorhynchus clarkii lewisi - Westslope Cutthroat Trout (Pacific population),Aquatic,Fishes (freshwater),Oncorhynchus clarkii lewisi,Westslope Cutthroat Trout,Pacific population,Special Concern,2016-11-27,2026-11-27 00:00:00,Westslope Cutthroat Trout,Pacific population,Special Concern,2010-02-23,Schedule 1,2010-02-23,British Columbia,NA,Added to list,9999-01-01
Oncorhynchus kisutch - Coho Salmon (Interior Fraser population),Aquatic,Fishes (marine),Oncorhynchus kisutch,Coho Salmon,Interior Fraser population,Threatened,2016-11-27,2026-11-27 00:00:00,Coho Salmon,Interior Fraser population,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
Oncorhynchus mykiss - Steelhead Trout (Chilcotin River population),Aquatic,Fishes (marine),Oncorhynchus mykiss,Steelhead Trout,Chilcotin River population,Endangered,2020-11-04,2030-11-04 00:00:00,Steelhead Trout,Chilcotin River population,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
Oncorhynchus mykiss - Steelhead Trout (Thompson River population),Aquatic,Fishes (marine),Oncorhynchus mykiss,Steelhead Trout,Thompson River population,Endangered,2020-11-04,2030-11-04 00:00:00,Steelhead Trout,Thompson River population,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
Oncorhynchus nerka - Sockeye Salmon (Adams-ES population (original)),Aquatic,Fishes (marine),Oncorhynchus nerka,Sockeye Salmon,Adams-ES population (original),Extinct,2021-12-01,2031-12-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",NA,NA,9999-01-01
Oncorhynchus nerka - Sockeye Salmon (Alouette-ES population (original)),Aquatic,Fishes (marine),Oncorhynchus nerka,Sockeye Salmon,Alouette-ES population (original),Special Concern,2021-12-01,2031-12-01 00:00:00,Sockeye Salmon,Alouette-ES population (original),No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
Oncorhynchus nerka - Sockeye Salmon (Anderson-Seton-ES population),Aquatic,Fishes (marine),Oncorhynchus nerka,Sockeye Salmon,Anderson-Seton-ES population,Not at Risk,2017-11-01,2027-11-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",NA,NA,9999-01-01
Oncorhynchus nerka - Sockeye Salmon (Bowron-ES population),Aquatic,Fishes (marine),Oncorhynchus nerka,Sockeye Salmon,Bowron-ES population,Endangered,2017-11-01,2027-11-01 00:00:00,Sockeye Salmon,Bowron-ES population,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
Oncorhynchus nerka - Sockeye Salmon (Chilko-ES population),Aquatic,Fishes (marine),Oncorhynchus nerka,Sockeye Salmon,Chilko-ES population,Not at Risk,2017-11-01,2027-11-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",NA,NA,9999-01-01
Oncorhynchus nerka - Sockeye Salmon (Chilko-S population),Aquatic,Fishes (marine),Oncorhynchus nerka,Sockeye Salmon,Chilko-S population,Not at Risk,2017-11-01,2027-11-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",NA,NA,9999-01-01
Oncorhynchus nerka - Sockeye Salmon (Chilliwack-ES population),Aquatic,Fishes (marine),Oncorhynchus nerka,Sockeye Salmon,Chilliwack-ES population,Not at Risk,2017-11-01,2027-11-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",NA,NA,9999-01-01
Oncorhynchus nerka - Sockeye Salmon (Coquitlam-ES population (original)),Aquatic,Fishes (marine),Oncorhynchus nerka,Sockeye Salmon,Coquitlam-ES population (original),Special Concern,2021-12-01,2031-12-01 00:00:00,Sockeye Salmon,Coquitlam-ES population (original),No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
Oncorhynchus nerka - Sockeye Salmon (Cultus-L population),Aquatic,Fishes (marine),Oncorhynchus nerka,Sockeye Salmon,Cultus-L population,Endangered,2017-11-01,2027-11-01 00:00:00,Sockeye Salmon,Cultus-L population,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
Oncorhynchus nerka - Sockeye Salmon (Francois-Fraser-S population),Aquatic,Fishes (marine),Oncorhynchus nerka,Sockeye Salmon,Francois-Fraser-S population,Special Concern,2017-11-01,2027-11-01 00:00:00,Sockeye Salmon,Francois-Fraser-S population,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
Oncorhynchus nerka - Sockeye Salmon (Fraser-ES population (original)),Aquatic,Fishes (marine),Oncorhynchus nerka,Sockeye Salmon,Fraser-ES population (original),Endangered,2021-12-01,2031-12-01 00:00:00,Sockeye Salmon,Fraser-ES population (original),No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
Oncorhynchus nerka - Sockeye Salmon (Harrison (D/S)-L population),Aquatic,Fishes (marine),Oncorhynchus nerka,Sockeye Salmon,Harrison (D/S)-L population,Special Concern,2017-11-01,2027-11-01 00:00:00,Sockeye Salmon,Harrison (D/S)-L population,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
Oncorhynchus nerka - Sockeye Salmon (Harrison (U/S)-L population),Aquatic,Fishes (marine),Oncorhynchus nerka,Sockeye Salmon,Harrison (U/S)-L population,Endangered,2017-11-01,2027-11-01 00:00:00,Sockeye Salmon,Harrison (U/S)-L population,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
Oncorhynchus nerka - Sockeye Salmon (Harrison River (River-Type) population),Aquatic,Fishes (marine),Oncorhynchus nerka,Sockeye Salmon,Harrison River (River-Type) population,Not at Risk,2017-11-01,2027-11-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",NA,NA,9999-01-01
Oncorhynchus nerka - Sockeye Salmon (Kamloops-ES population),Aquatic,Fishes (marine),Oncorhynchus nerka,Sockeye Salmon,Kamloops-ES population,Special Concern,2017-11-01,2027-11-01 00:00:00,Sockeye Salmon,Kamloops-ES population,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
Oncorhynchus nerka - Sockeye Salmon (Lillooet-Harrison-L population),Aquatic,Fishes (marine),Oncorhynchus nerka,Sockeye Salmon,Lillooet-Harrison-L population,Special Concern,2017-11-01,2027-11-01 00:00:00,Sockeye Salmon,Lillooet-Harrison-L population,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
Oncorhynchus nerka - Sockeye Salmon (Momich-ES population (original)),Aquatic,Fishes (marine),Oncorhynchus nerka,Sockeye Salmon,Momich-ES population (original),Endangered,2021-12-01,2031-12-01 00:00:00,Sockeye Salmon,Momich-ES population (original),No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
Oncorhynchus nerka - Sockeye Salmon (Nadina-Francois-ES population),Aquatic,Fishes (marine),Oncorhynchus nerka,Sockeye Salmon,Nadina-Francois-ES population,Not at Risk,2017-11-01,2027-11-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",NA,NA,9999-01-01
Oncorhynchus nerka - Sockeye Salmon (Nahatlatch-ES population),Aquatic,Fishes (marine),Oncorhynchus nerka,Sockeye Salmon,Nahatlatch-ES population,Special Concern,2017-11-01,2027-11-01 00:00:00,Sockeye Salmon,Nahatlatch-ES population,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
Oncorhynchus nerka - Sockeye Salmon (North Barriere-ES population (original)),Aquatic,Fishes (marine),Oncorhynchus nerka,Sockeye Salmon,North Barriere-ES population (original),Extinct,2021-12-01,2031-12-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",NA,NA,9999-01-01
Oncorhynchus nerka - Sockeye Salmon (North Barriere-ES population),Aquatic,Fishes (marine),Oncorhynchus nerka,Sockeye Salmon,North Barriere-ES population,Threatened,2017-11-01,2027-11-01 00:00:00,Sockeye Salmon,North Barriere-ES population,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
Oncorhynchus nerka - Sockeye Salmon (Pitt-ES population),Aquatic,Fishes (marine),Oncorhynchus nerka,Sockeye Salmon,Pitt-ES population,Not at Risk,2017-11-01,2027-11-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",NA,NA,9999-01-01
Oncorhynchus nerka - Sockeye Salmon (Quesnel-S population),Aquatic,Fishes (marine),Oncorhynchus nerka,Sockeye Salmon,Quesnel-S population,Endangered,2017-11-01,2027-11-01 00:00:00,Sockeye Salmon,Quesnel-S population,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
Oncorhynchus nerka - Sockeye Salmon (Sakinaw population),Aquatic,Fishes (marine),Oncorhynchus nerka,Sockeye Salmon,Sakinaw population,Endangered,2016-04-29,2026-04-29 00:00:00,Sockeye Salmon,Sakinaw population,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
Oncorhynchus nerka - Sockeye Salmon (Seton-L population),Aquatic,Fishes (marine),Oncorhynchus nerka,Sockeye Salmon,Seton-L population,Endangered,2017-11-01,2027-11-01 00:00:00,Sockeye Salmon,Seton-L population,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
Oncorhynchus nerka - Sockeye Salmon (Seton-S population (original)),Aquatic,Fishes (marine),Oncorhynchus nerka,Sockeye Salmon,Seton-S population (original),Extinct,2021-12-01,2031-12-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",NA,NA,9999-01-01
Oncorhynchus nerka - Sockeye Salmon (Shuswap Complex-L population),Aquatic,Fishes (marine),Oncorhynchus nerka,Sockeye Salmon,Shuswap Complex-L population,Not at Risk,2017-11-01,2027-11-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",NA,NA,9999-01-01
Oncorhynchus nerka - Sockeye Salmon (Shuswap-ES population),Aquatic,Fishes (marine),Oncorhynchus nerka,Sockeye Salmon,Shuswap-ES population,Not at Risk,2017-11-01,2027-11-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",NA,NA,9999-01-01
Oncorhynchus nerka - Sockeye Salmon (Takla-Trembleur-EStu population),Aquatic,Fishes (marine),Oncorhynchus nerka,Sockeye Salmon,Takla-Trembleur-EStu population,Endangered,2017-11-01,2027-11-01 00:00:00,Sockeye Salmon,Takla-Trembleur-EStu population,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
Oncorhynchus nerka - Sockeye Salmon (Takla-Trembleur-Stuart-S population),Aquatic,Fishes (marine),Oncorhynchus nerka,Sockeye Salmon,Takla-Trembleur-Stuart-S population,Endangered,2017-11-01,2027-11-01 00:00:00,Sockeye Salmon,Takla-Trembleur-Stuart-S population,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
Oncorhynchus nerka - Sockeye Salmon (Taseko-ES population),Aquatic,Fishes (marine),Oncorhynchus nerka,Sockeye Salmon,Taseko-ES population,Endangered,2017-11-01,2027-11-01 00:00:00,Sockeye Salmon,Taseko-ES population,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
